KGP_sample_id	karyotype	superpopulation	population	unrelated
HG03771	XY	SAS	ITU	true
HG03772	XX	SAS	ITU	true
HG03773	XY	SAS	ITU	true
HG03774	XX	SAS	ITU	true
HG03775	XY	SAS	ITU	true
HG03777	XY	SAS	ITU	true
HG03778	XY	SAS	ITU	true
HG03779	XY	SAS	ITU	true
HG03780	XX	SAS	ITU	true
HG03781	XX	SAS	ITU	true
HG03782	XX	SAS	ITU	true
HG03784	XX	SAS	ITU	true
HG03785	XY	SAS	ITU	true
HG03786	XY	SAS	ITU	true
HG03787	XX	SAS	ITU	true
HG03788	XY	SAS	ITU	true
HG03789	XX	SAS	ITU	true
HG03790	XY	SAS	ITU	true
HG03792	XY	SAS	ITU	true
HG03793	XX	SAS	BEB	true
HG03794	XY	SAS	BEB	false
HG03795	XY	SAS	BEB	false
HG03796	XX	SAS	BEB	true
HG03797	XY	SAS	BEB	false
HG03798	XY	SAS	BEB	false
HG03799	XX	SAS	BEB	false
HG03800	XY	SAS	BEB	true
HG03801	XX	SAS	BEB	false
HG03802	XX	SAS	BEB	true
HG03803	XY	SAS	BEB	true
HG03804	XX	SAS	BEB	false
HG03805	XX	SAS	BEB	true
HG03806	XY	SAS	BEB	false
HG03807	XX	SAS	BEB	false
HG03808	XX	SAS	BEB	true
HG03809	XY	SAS	BEB	true
HG03812	XY	SAS	BEB	true
HG03814	XX	SAS	BEB	true
HG03815	XY	SAS	BEB	true
HG03816	XX	SAS	BEB	false
HG03817	XX	SAS	BEB	true
HG03821	XY	SAS	BEB	true
HG03823	XX	SAS	BEB	true
HG03824	XY	SAS	BEB	true
HG03825	XX	SAS	BEB	false
HG03826	XX	SAS	BEB	true
HG03829	XX	SAS	BEB	true
HG03830	XY	SAS	BEB	true
HG03831	XX	SAS	BEB	false
HG03832	XX	SAS	BEB	true
HG03833	XY	SAS	BEB	true
HG03834	XX	SAS	BEB	false
HG03836	XX	SAS	STU	true
HG03837	XY	SAS	STU	true
HG03838	XX	SAS	STU	true
HG03844	XY	SAS	STU	true
HG03846	XY	SAS	STU	true
HG03848	XY	SAS	STU	true
HG03849	XX	SAS	STU	true
HG03850	XY	SAS	STU	true
HG03851	XY	SAS	STU	true
HG03854	XY	SAS	STU	true
HG03856	XY	SAS	STU	true
HG03857	XX	SAS	STU	true
HG03858	XX	SAS	STU	true
HG03861	XX	SAS	ITU	true
HG03862	XX	SAS	ITU	true
HG03863	XX	SAS	ITU	true
HG03864	XY	SAS	ITU	true
HG03866	XY	SAS	ITU	true
HG03867	XY	SAS	ITU	true
HG03868	XX	SAS	ITU	true
HG03869	XY	SAS	ITU	true
HG03870	XY	SAS	ITU	true
HG03871	XY	SAS	ITU	true
HG03872	XY	SAS	ITU	true
HG03873	XX	SAS	ITU	true
HG03874	XX	SAS	ITU	true
HG03875	XY	SAS	ITU	true
HG03882	XX	SAS	ITU	true
HG03884	XX	SAS	STU	true
HG03885	XY	SAS	STU	true
HG03886	XX	SAS	STU	true
HG03887	XY	SAS	STU	true
HG03888	XX	SAS	STU	true
HG03890	XY	SAS	STU	true
HG03894	XX	SAS	STU	true
HG03895	XX	SAS	STU	true
HG03896	XY	SAS	STU	true
HG03897	XX	SAS	STU	true
HG03898	XX	SAS	STU	true
HG03899	XY	SAS	STU	true
HG03900	XY	SAS	STU	true
HG03902	XY	SAS	BEB	true
HG03904	XX	SAS	BEB	false
HG03905	XY	SAS	BEB	true
HG03906	XY	SAS	BEB	false
HG03907	XX	SAS	BEB	true
HG03908	XY	SAS	BEB	true
HG03909	XY	SAS	BEB	false
HG03910	XX	SAS	BEB	true
HG03911	XY	SAS	BEB	true
HG03913	XX	SAS	BEB	true
HG03914	XY	SAS	BEB	true
HG03915	XX	SAS	BEB	false
HG03916	XX	SAS	BEB	true
HG03917	XY	SAS	BEB	true
HG03919	XX	SAS	BEB	true
HG03920	XY	SAS	BEB	true
HG03922	XX	SAS	BEB	true
HG03925	XX	SAS	BEB	true
HG03926	XY	SAS	BEB	true
HG03927	XX	SAS	BEB	false
HG03928	XX	SAS	BEB	true
HG03929	XY	SAS	BEB	false
HG03930	XX	SAS	BEB	false
HG03931	XX	SAS	BEB	true
HG03934	XX	SAS	BEB	true
HG03937	XX	SAS	BEB	true
HG03940	XX	SAS	BEB	true
HG03941	XY	SAS	BEB	true
HG03942	XY	SAS	BEB	false
HG03943	XY	SAS	STU	true
HG03944	XX	SAS	STU	true
HG03945	XX	SAS	STU	true
HG03947	XX	SAS	STU	true
HG03949	XX	SAS	STU	true
HG03950	XY	SAS	STU	true
HG03951	XX	SAS	STU	true
HG03953	XY	SAS	STU	true
HG03955	XX	SAS	STU	true
HG03960	XY	SAS	ITU	true
HG03963	XY	SAS	ITU	true
HG03965	XY	SAS	ITU	true
HG03967	XY	SAS	ITU	true
HG03968	XX	SAS	ITU	true
HG03969	XY	SAS	ITU	true
HG03971	XY	SAS	ITU	true
HG03973	XX	SAS	ITU	true
HG03974	XY	SAS	ITU	true
HG03976	XY	SAS	ITU	true
HG03977	XX	SAS	ITU	true
HG03978	XY	SAS	ITU	true
HG03985	XY	SAS	STU	true
HG03986	XX	SAS	STU	true
HG03989	XX	SAS	STU	true
HG03990	XY	SAS	STU	true
HG03991	XY	SAS	STU	true
HG03992	XY	SAS	STU	false
HG03995	XX	SAS	STU	true
HG03998	XY	SAS	STU	true
HG03999	XY	SAS	STU	true
HG04001	XX	SAS	ITU	true
HG04002	XY	SAS	ITU	true
HG04003	XY	SAS	STU	true
HG04006	XY	SAS	STU	true
HG04014	XX	SAS	ITU	true
HG04015	XY	SAS	ITU	true
HG04017	XY	SAS	ITU	true
HG04018	XX	SAS	ITU	true
HG04019	XY	SAS	ITU	true
HG04020	XY	SAS	ITU	true
HG04022	XY	SAS	ITU	true
HG04023	XY	SAS	ITU	true
HG04025	XX	SAS	ITU	true
HG04026	XX	SAS	ITU	true
HG04029	XX	SAS	STU	true
HG04033	XY	SAS	STU	true
HG04035	XX	SAS	STU	true
HG04036	XX	SAS	STU	false
HG04038	XX	SAS	STU	true
HG04039	XY	SAS	STU	true
HG04042	XX	SAS	STU	true
HG04047	XX	SAS	STU	true
HG04054	XX	SAS	ITU	true
HG04056	XY	SAS	ITU	true
HG04059	XX	SAS	ITU	true
HG04060	XY	SAS	ITU	true
HG04061	XY	SAS	ITU	true
HG04062	XX	SAS	ITU	true
HG04063	XX	SAS	ITU	true
HG04070	XX	SAS	ITU	true
HG04075	XX	SAS	STU	true
HG04076	XX	SAS	ITU	true
HG04080	XY	SAS	ITU	true
HG04090	XX	SAS	ITU	true
HG04093	XY	SAS	ITU	true
HG04094	XY	SAS	ITU	true
HG04096	XY	SAS	ITU	true
HG04098	XY	SAS	ITU	true
HG04099	XX	SAS	STU	true
HG04100	XY	SAS	STU	true
HG04106	XX	SAS	STU	true
HG04107	XY	SAS	STU	true
HG04115	XY	SAS	STU	false
HG04118	XX	SAS	ITU	true
HG04122	XY	SAS	STU	false
HG04127	XY	SAS	STU	false
HG04131	XY	SAS	BEB	true
HG04132	XX	SAS	BEB	false
HG04133	XX	SAS	BEB	false
HG04134	XY	SAS	BEB	true
HG04135	XX	SAS	BEB	false
HG04136	XX	SAS	BEB	false
HG04140	XY	SAS	BEB	true
HG04141	XX	SAS	BEB	true
HG04142	XX	SAS	BEB	false
HG04144	XX	SAS	BEB	true
HG04146	XY	SAS	BEB	true
HG04147	XX	SAS	BEB	false
HG04148	XX	SAS	BEB	false
HG04149	XY	SAS	BEB	false
HG04150	XX	SAS	BEB	false
HG04151	XX	SAS	BEB	false
HG04152	XY	SAS	BEB	true
HG04153	XX	SAS	BEB	true
HG04155	XY	SAS	BEB	true
HG04156	XX	SAS	BEB	true
HG04157	XY	SAS	BEB	false
HG04158	XY	SAS	BEB	true
HG04159	XX	SAS	BEB	true
HG04160	XY	SAS	BEB	false
HG04161	XY	SAS	BEB	true
HG04162	XX	SAS	BEB	true
HG04164	XY	SAS	BEB	true
HG04171	XX	SAS	BEB	true
HG04173	XY	SAS	BEB	true
HG04174	XX	SAS	BEB	false
HG04175	XX	SAS	BEB	false
HG04176	XY	SAS	BEB	true
HG04177	XX	SAS	BEB	true
HG04180	XX	SAS	BEB	true
HG04182	XY	SAS	BEB	true
HG04183	XX	SAS	BEB	true
HG04184	XX	SAS	BEB	false
HG04185	XY	SAS	BEB	true
HG04186	XX	SAS	BEB	true
HG04187	XY	SAS	BEB	false
HG04188	XY	SAS	BEB	true
HG04189	XX	SAS	BEB	true
HG04191	XY	SAS	BEB	false
HG04192	XX	SAS	BEB	false
HG04193	XY	SAS	BEB	false
HG04194	XY	SAS	BEB	true
HG04195	XX	SAS	BEB	true
HG04198	XY	SAS	ITU	true
HG04199	XY	SAS	STU	false
HG04200	XX	SAS	ITU	true
HG04202	XX	SAS	ITU	true
HG04204	XY	SAS	STU	false
HG04206	XY	SAS	ITU	true
HG04209	XX	SAS	ITU	true
HG04210	XY	SAS	STU	true
HG04211	XY	SAS	ITU	true
HG04212	XX	SAS	ITU	true
HG04214	XX	SAS	ITU	true
HG04215	XY	SAS	STU	false
HG04216	XX	SAS	ITU	true
HG04217	XX	SAS	ITU	false
HG04219	XY	SAS	ITU	true
HG04222	XY	SAS	ITU	true
HG04225	XY	SAS	ITU	true
HG04227	XX	SAS	STU	true
HG04228	XY	SAS	STU	false
HG04229	XY	SAS	STU	true
HG04235	XY	SAS	ITU	true
HG04238	XY	SAS	ITU	true
HG04239	XY	SAS	ITU	true
NA06984	XY	EUR	CEU	true
NA06985	XX	EUR	CEU	true
NA06986	XY	EUR	CEU	true
NA06989	XX	EUR	CEU	true
NA06991	XX	EUR	CEU	false
NA06993	XY	EUR	CEU	false
NA06994	XY	EUR	CEU	true
NA06995	XY	EUR	CEU	false
NA06997	XX	EUR	CEU	false
NA07000	XX	EUR	CEU	true
NA07014	XX	EUR	CEU	false
NA07019	XX	EUR	CEU	false
NA07022	XY	EUR	CEU	false
NA07029	XY	EUR	CEU	false
NA07031	XX	EUR	CEU	false
NA07034	XY	EUR	CEU	false
NA07037	XX	EUR	CEU	true
NA07045	XX	EUR	CEU	false
NA07048	XY	EUR	CEU	true
NA07051	XY	EUR	CEU	true
NA07055	XX	EUR	CEU	false
NA07056	XX	EUR	CEU	true
NA07345	XX	EUR	CEU	false
NA07346	XX	EUR	CEU	false
NA07347	XY	EUR	CEU	true
NA07348	XX	EUR	CEU	false
NA07349	XY	EUR	CEU	false
NA07357	XY	EUR	CEU	true
NA07435	XY	EUR	CEU	false
NA10830	XY	EUR	CEU	false
NA10831	XX	EUR	CEU	false
NA10835	XY	EUR	CEU	false
NA10836	XX	EUR	CEU	false
NA10837	XY	EUR	CEU	false
NA10838	XY	EUR	CEU	false
NA10839	XX	EUR	CEU	false
NA10840	XX	EUR	CEU	false
NA10842	XY	EUR	CEU	false
NA10843	XX	EUR	CEU	false
NA10845	XY	EUR	CEU	false
NA10846	XY	EUR	CEU	false
NA10847	XX	EUR	CEU	true
NA10851	XY	EUR	CEU	true
NA10852	XX	EUR	CEU	false
NA10854	XX	EUR	CEU	false
NA10855	XX	EUR	CEU	false
NA10856	XY	EUR	CEU	false
NA10857	XY	EUR	CEU	false
NA10859	XX	EUR	CEU	false
NA10860	XY	EUR	CEU	false
NA10861	XX	EUR	CEU	false
NA10863	XX	EUR	CEU	false
NA10864	XX	EUR	CEU	false
NA10865	XY	EUR	CEU	false
NA11829	XY	EUR	CEU	true
NA11830	XX	EUR	CEU	true
NA11831	XY	EUR	CEU	true
NA11832	XX	EUR	CEU	true
NA11839	XY	EUR	CEU	false
NA11840	XX	EUR	CEU	true
NA11843	XY	EUR	CEU	true
NA11881	XY	EUR	CEU	true
NA11882	XX	EUR	CEU	false
NA11891	XY	EUR	CEU	false
NA11892	XX	EUR	CEU	true
NA11893	XY	EUR	CEU	true
NA11894	XX	EUR	CEU	true
NA11917	XY	EUR	CEU	false
NA11918	XX	EUR	CEU	true
NA11919	XY	EUR	CEU	true
NA11920	XX	EUR	CEU	true
NA11930	XY	EUR	CEU	true
NA11931	XX	EUR	CEU	true
NA11932	XY	EUR	CEU	true
NA11933	XX	EUR	CEU	true
NA11992	XY	EUR	CEU	true
NA11993	XX	EUR	CEU	false
NA11994	XY	EUR	CEU	true
NA11995	XX	EUR	CEU	true
NA12003	XY	EUR	CEU	true
NA12004	XX	EUR	CEU	true
NA12005	XY	EUR	CEU	true
NA12006	XX	EUR	CEU	true
NA12043	XY	EUR	CEU	true
NA12044	XX	EUR	CEU	true
NA12045	XY	EUR	CEU	true
NA12046	XX	EUR	CEU	true
NA12056	XY	EUR	CEU	false
NA12057	XX	EUR	CEU	false
NA12058	XX	EUR	CEU	true
NA12144	XY	EUR	CEU	true
NA12145	XX	EUR	CEU	false
NA12146	XY	EUR	CEU	false
NA12154	XY	EUR	CEU	true
NA12155	XY	EUR	CEU	true
NA12156	XX	EUR	CEU	true
NA12234	XX	EUR	CEU	true
NA12236	XX	EUR	CEU	false
NA12239	XX	EUR	CEU	false
NA12248	XY	EUR	CEU	false
NA12249	XX	EUR	CEU	true
NA12264	XY	EUR	CEU	false
NA12272	XY	EUR	CEU	true
NA12273	XX	EUR	CEU	true
NA12274	XY	EUR	CEU	false
NA12275	XX	EUR	CEU	true
NA12282	XY	EUR	CEU	true
NA12283	XX	EUR	CEU	true
NA12286	XY	EUR	CEU	true
NA12287	XX	EUR	CEU	true
NA12329	XX	EUR	CEU	false
NA12335	XY	EUR	CEU	false
NA12336	XX	EUR	CEU	false
NA12340	XY	EUR	CEU	true
NA12341	XX	EUR	CEU	true
NA12342	XY	EUR	CEU	true
NA12343	XX	EUR	CEU	false
NA12344	XY	EUR	CEU	false
NA12347	XY	EUR	CEU	true
NA12348	XX	EUR	CEU	true
NA12376	XX	EUR	CEU	false
NA12383	XX	EUR	CEU	true
NA12386	XX	EUR	CEU	false
NA12399	XY	EUR	CEU	true
NA12400	XX	EUR	CEU	true
NA12413	XY	EUR	CEU	true
NA12414	XX	EUR	CEU	true
NA12485	XY	EUR	CEU	false
NA12489	XX	EUR	CEU	true
NA12546	XY	EUR	CEU	true
NA12707	XY	EUR	CEU	false
NA12716	XY	EUR	CEU	true
NA12717	XX	EUR	CEU	true
NA12718	XX	EUR	CEU	true
NA12739	XY	EUR	CEU	false
NA12740	XX	EUR	CEU	false
NA12748	XY	EUR	CEU	true
NA12749	XX	EUR	CEU	true
NA12750	XY	EUR	CEU	true
NA12751	XX	EUR	CEU	true
NA12752	XY	EUR	CEU	false
NA12753	XX	EUR	CEU	false
NA12760	XY	EUR	CEU	true
NA12761	XX	EUR	CEU	true
NA12762	XY	EUR	CEU	true
NA12763	XX	EUR	CEU	true
NA12766	XY	EUR	CEU	false
NA12767	XX	EUR	CEU	false
NA12775	XY	EUR	CEU	true
NA12776	XX	EUR	CEU	true
NA12777	XY	EUR	CEU	true
NA12778	XX	EUR	CEU	true
NA12801	XY	EUR	CEU	false
NA12802	XX	EUR	CEU	false
NA12812	XY	EUR	CEU	true
NA12813	XX	EUR	CEU	true
NA12814	XY	EUR	CEU	true
NA12815	XX	EUR	CEU	true
NA12817	XY	EUR	CEU	false
NA12818	XX	EUR	CEU	false
NA12827	XY	EUR	CEU	true
NA12828	XX	EUR	CEU	true
NA12829	XY	EUR	CEU	true
NA12830	XX	EUR	CEU	true
NA12832	XX	EUR	CEU	false
NA12842	XY	EUR	CEU	true
NA12843	XX	EUR	CEU	true
NA12864	XY	EUR	CEU	false
NA12865	XX	EUR	CEU	false
NA12872	XY	EUR	CEU	true
NA12873	XX	EUR	CEU	true
NA12874	XY	EUR	CEU	true
NA12875	XX	EUR	CEU	false
NA12877	XY	EUR	CEU	false
NA12878	XX	EUR	CEU	true
NA12889	XY	EUR	CEU	true
NA12890	XX	EUR	CEU	true
NA12891	XY	EUR	CEU	false
NA12892	XX	EUR	CEU	false
NA18484	XX	AFR	YRI	false
NA18485	XY	AFR	YRI	false
NA18486	XY	AFR	YRI	true
NA18487	XY	AFR	YRI	false
NA18488	XX	AFR	YRI	true
NA18489	XX	AFR	YRI	true
NA18497	XY	AFR	YRI	false
NA18498	XY	AFR	YRI	true
NA18499	XX	AFR	YRI	true
NA18500	XY	AFR	YRI	false
NA18501	XY	AFR	YRI	true
NA18502	XX	AFR	YRI	true
NA18503	XY	AFR	YRI	false
NA18504	XY	AFR	YRI	true
NA18505	XX	AFR	YRI	true
NA18506	XY	AFR	YRI	false
NA18507	XY	AFR	YRI	true
NA18508	XX	AFR	YRI	true
NA18510	XY	AFR	YRI	true
NA18511	XX	AFR	YRI	true
NA18515	XY	AFR	YRI	false
NA18516	XY	AFR	YRI	true
NA18517	XX	AFR	YRI	true
NA18518	XX	AFR	YRI	false
NA18519	XY	AFR	YRI	true
NA18520	XX	AFR	YRI	true
NA18521	XY	AFR	YRI	false
NA18522	XY	AFR	YRI	true
NA18523	XX	AFR	YRI	true
NA18525	XX	EAS	CHB	true
NA18526	XX	EAS	CHB	true
NA18528	XX	EAS	CHB	true
NA18530	XY	EAS	CHB	true
NA18531	XX	EAS	CHB	true
NA18532	XX	EAS	CHB	true
NA18533	XX	EAS	CHB	true
NA18534	XY	EAS	CHB	true
NA18535	XX	EAS	CHB	true
NA18536	XY	EAS	CHB	true
NA18537	XX	EAS	CHB	true
NA18538	XX	EAS	CHB	true
NA18539	XX	EAS	CHB	true
NA18541	XX	EAS	CHB	true
NA18542	XX	EAS	CHB	true
NA18543	XY	EAS	CHB	true
NA18544	XY	EAS	CHB	true
NA18545	XX	EAS	CHB	true
NA18546	XY	EAS	CHB	true
NA18547	XX	EAS	CHB	true
NA18548	XY	EAS	CHB	true
NA18549	XY	EAS	CHB	true
NA18550	XX	EAS	CHB	true
NA18552	XX	EAS	CHB	true
NA18553	XX	EAS	CHB	true
NA18555	XX	EAS	CHB	true
NA18557	XY	EAS	CHB	true
NA18558	XY	EAS	CHB	true
NA18559	XY	EAS	CHB	true
NA18560	XX	EAS	CHB	true
NA18561	XY	EAS	CHB	true
NA18562	XY	EAS	CHB	true
NA18563	XY	EAS	CHB	true
NA18564	XX	EAS	CHB	true
NA18565	XX	EAS	CHB	true
NA18566	XX	EAS	CHB	true
NA18567	XX	EAS	CHB	true
NA18570	XX	EAS	CHB	true
NA18571	XX	EAS	CHB	true
NA18572	XY	EAS	CHB	true
NA18573	XX	EAS	CHB	true
NA18574	XX	EAS	CHB	true
NA18577	XX	EAS	CHB	true
NA18579	XX	EAS	CHB	true
NA18582	XX	EAS	CHB	true
NA18591	XX	EAS	CHB	true
NA18592	XX	EAS	CHB	true
NA18593	XX	EAS	CHB	true
NA18595	XX	EAS	CHB	true
NA18596	XX	EAS	CHB	true
NA18597	XX	EAS	CHB	true
NA18599	XX	EAS	CHB	true
NA18602	XX	EAS	CHB	true
NA18603	XY	EAS	CHB	true
NA18605	XY	EAS	CHB	true
NA18606	XY	EAS	CHB	true
NA18608	XY	EAS	CHB	true
NA18609	XY	EAS	CHB	true
NA18610	XX	EAS	CHB	true
NA18611	XY	EAS	CHB	true
NA18612	XY	EAS	CHB	true
NA18613	XY	EAS	CHB	true
NA18614	XX	EAS	CHB	true
NA18615	XX	EAS	CHB	true
NA18616	XX	EAS	CHB	true
NA18617	XX	EAS	CHB	true
NA18618	XX	EAS	CHB	true
NA18619	XX	EAS	CHB	true
NA18620	XY	EAS	CHB	true
NA18621	XY	EAS	CHB	true
NA18622	XY	EAS	CHB	true
NA18623	XY	EAS	CHB	true
NA18624	XY	EAS	CHB	true
NA18625	XX	EAS	CHB	true
NA18626	XX	EAS	CHB	true
NA18627	XX	EAS	CHB	true
NA18628	XX	EAS	CHB	true
NA18629	XY	EAS	CHB	true
NA18630	XX	EAS	CHB	true
NA18631	XX	EAS	CHB	true
NA18632	XY	EAS	CHB	true
NA18633	XY	EAS	CHB	true
NA18634	XX	EAS	CHB	true
NA18635	XY	EAS	CHB	true
NA18636	XY	EAS	CHB	true
NA18637	XY	EAS	CHB	true
NA18638	XY	EAS	CHB	true
NA18639	XY	EAS	CHB	true
NA18640	XX	EAS	CHB	true
NA18641	XX	EAS	CHB	true
NA18642	XX	EAS	CHB	true
NA18643	XY	EAS	CHB	true
NA18644	XX	EAS	CHB	true
NA18645	XY	EAS	CHB	true
NA18646	XX	EAS	CHB	true
NA18647	XY	EAS	CHB	true
NA18648	XY	EAS	CHB	true
NA18740	XY	EAS	CHB	true
NA18745	XY	EAS	CHB	true
NA18747	XY	EAS	CHB	true
NA18748	XY	EAS	CHB	true
NA18749	XY	EAS	CHB	true
NA18757	XY	EAS	CHB	true
NA18852	XX	AFR	YRI	false
NA18853	XY	AFR	YRI	true
NA18854	XY	AFR	YRI	false
NA18855	XX	AFR	YRI	false
NA18856	XY	AFR	YRI	true
NA18857	XY	AFR	YRI	false
NA18858	XX	AFR	YRI	true
NA18859	XY	AFR	YRI	false
NA18860	XY	AFR	YRI	false
NA18861	XX	AFR	YRI	true
NA18862	XY	AFR	YRI	false
NA18863	XY	AFR	YRI	false
NA18864	XX	AFR	YRI	true
NA18865	XY	AFR	YRI	true
NA18867	XX	AFR	YRI	true
NA18868	XY	AFR	YRI	true
NA18869	XY	AFR	YRI	false
NA18870	XX	AFR	YRI	true
NA18871	XY	AFR	YRI	true
NA18872	XY	AFR	YRI	false
NA18873	XX	AFR	YRI	true
NA18874	XY	AFR	YRI	true
NA18875	XX	AFR	YRI	false
NA18876	XX	AFR	YRI	true
NA18877	XY	AFR	YRI	true
NA18878	XX	AFR	YRI	true
NA18879	XY	AFR	YRI	true
NA18881	XX	AFR	YRI	true
NA18906	XX	AFR	YRI	false
NA18907	XX	AFR	YRI	true
NA18908	XY	AFR	YRI	true
NA18909	XX	AFR	YRI	true
NA18910	XY	AFR	YRI	true
NA18911	XY	AFR	YRI	false
NA18912	XX	AFR	YRI	true
NA18913	XY	AFR	YRI	false
NA18914	XY	AFR	YRI	false
NA18915	XY	AFR	YRI	true
NA18916	XX	AFR	YRI	true
NA18917	XY	AFR	YRI	true
NA18923	XY	AFR	YRI	true
NA18924	XX	AFR	YRI	true
NA18925	XY	AFR	YRI	false
NA18930	XX	AFR	YRI	false
NA18933	XX	AFR	YRI	true
NA18934	XY	AFR	YRI	true
NA18935	XY	AFR	YRI	false
NA18939	XX	EAS	JPT	true
NA18940	XY	EAS	JPT	true
NA18941	XX	EAS	JPT	true
NA18942	XX	EAS	JPT	true
NA18943	XY	EAS	JPT	true
NA18944	XY	EAS	JPT	true
NA18945	XY	EAS	JPT	true
NA18946	XX	EAS	JPT	true
NA18947	XX	EAS	JPT	true
NA18948	XY	EAS	JPT	true
NA18949	XX	EAS	JPT	true
NA18950	XX	EAS	JPT	true
NA18951	XX	EAS	JPT	true
NA18952	XY	EAS	JPT	true
NA18953	XY	EAS	JPT	true
NA18954	XX	EAS	JPT	true
NA18956	XX	EAS	JPT	true
NA18957	XX	EAS	JPT	true
NA18959	XY	EAS	JPT	true
NA18960	XY	EAS	JPT	true
NA18961	XY	EAS	JPT	true
NA18962	XY	EAS	JPT	true
NA18963	XX	EAS	JPT	true
NA18964	XX	EAS	JPT	true
NA18965	XY	EAS	JPT	true
NA18966	XY	EAS	JPT	true
NA18967	XY	EAS	JPT	true
NA18968	XX	EAS	JPT	true
NA18969	XX	EAS	JPT	true
NA18970	XY	EAS	JPT	true
NA18971	XY	EAS	JPT	true
NA18972	XX	EAS	JPT	true
NA18973	XX	EAS	JPT	true
NA18974	XY	EAS	JPT	true
NA18975	XX	EAS	JPT	true
NA18976	XX	EAS	JPT	true
NA18977	XY	EAS	JPT	true
NA18978	XX	EAS	JPT	true
NA18979	XX	EAS	JPT	true
NA18980	XX	EAS	JPT	true
NA18981	XX	EAS	JPT	true
NA18982	XY	EAS	JPT	true
NA18983	XY	EAS	JPT	true
NA18984	XY	EAS	JPT	true
NA18985	XY	EAS	JPT	true
NA18986	XY	EAS	JPT	true
NA18987	XX	EAS	JPT	true
NA18988	XY	EAS	JPT	true
NA18989	XY	EAS	JPT	true
NA18990	XY	EAS	JPT	true
NA18991	XX	EAS	JPT	true
NA18992	XX	EAS	JPT	true
NA18993	XX	EAS	JPT	true
NA18994	XY	EAS	JPT	true
NA18995	XY	EAS	JPT	true
NA18997	XX	EAS	JPT	true
NA18998	XX	EAS	JPT	true
NA18999	XX	EAS	JPT	true
NA19000	XY	EAS	JPT	true
NA19001	XX	EAS	JPT	true
NA19002	XX	EAS	JPT	true
NA19003	XX	EAS	JPT	true
NA19004	XY	EAS	JPT	true
NA19005	XY	EAS	JPT	true
NA19006	XY	EAS	JPT	true
NA19007	XY	EAS	JPT	true
NA19009	XY	EAS	JPT	true
NA19010	XX	EAS	JPT	true
NA19011	XX	EAS	JPT	true
NA19012	XY	EAS	JPT	true
NA19017	XX	AFR	LWK	true
NA19019	XX	AFR	LWK	true
NA19020	XY	AFR	LWK	true
NA19023	XX	AFR	LWK	true
NA19024	XX	AFR	LWK	true
NA19025	XY	AFR	LWK	true
NA19026	XY	AFR	LWK	true
NA19027	XY	AFR	LWK	true
NA19028	XY	AFR	LWK	true
NA19030	XX	AFR	LWK	true
NA19031	XY	AFR	LWK	true
NA19035	XY	AFR	LWK	true
NA19036	XX	AFR	LWK	true
NA19037	XX	AFR	LWK	true
NA19038	XX	AFR	LWK	true
NA19041	XY	AFR	LWK	true
NA19042	XX	AFR	LWK	true
NA19043	XY	AFR	LWK	true
NA19054	XX	EAS	JPT	true
NA19055	XY	EAS	JPT	true
NA19056	XY	EAS	JPT	true
NA19057	XX	EAS	JPT	true
NA19058	XY	EAS	JPT	true
NA19059	XX	EAS	JPT	true
NA19060	XY	EAS	JPT	true
NA19062	XY	EAS	JPT	true
NA19063	XY	EAS	JPT	true
NA19064	XX	EAS	JPT	true
NA19065	XX	EAS	JPT	true
NA19066	XY	EAS	JPT	true
NA19067	XY	EAS	JPT	true
NA19068	XY	EAS	JPT	true
NA19070	XY	EAS	JPT	true
NA19072	XY	EAS	JPT	true
NA19074	XX	EAS	JPT	true
NA19075	XY	EAS	JPT	true
NA19076	XY	EAS	JPT	true
NA19077	XX	EAS	JPT	true
NA19078	XX	EAS	JPT	true
NA19079	XY	EAS	JPT	true
NA19080	XX	EAS	JPT	true
NA19081	XX	EAS	JPT	true
NA19082	XY	EAS	JPT	true
NA19083	XY	EAS	JPT	true
NA19084	XX	EAS	JPT	true
NA19085	XY	EAS	JPT	true
NA19086	XY	EAS	JPT	true
NA19087	XX	EAS	JPT	true
NA19088	XY	EAS	JPT	true
NA19089	XY	EAS	JPT	true
NA19090	XX	EAS	JPT	true
NA19091	XY	EAS	JPT	true
NA19092	XY	AFR	YRI	true
NA19093	XX	AFR	YRI	true
NA19094	XX	AFR	YRI	false
NA19095	XX	AFR	YRI	true
NA19096	XY	AFR	YRI	true
NA19097	XX	AFR	YRI	false
NA19098	XY	AFR	YRI	true
NA19099	XX	AFR	YRI	true
NA19100	XX	AFR	YRI	false
NA19101	XY	AFR	YRI	false
NA19102	XX	AFR	YRI	true
NA19103	XY	AFR	YRI	false
NA19107	XY	AFR	YRI	true
NA19108	XX	AFR	YRI	true
NA19109	XX	AFR	YRI	false
NA19113	XY	AFR	YRI	true
NA19114	XX	AFR	YRI	true
NA19115	XX	AFR	YRI	false
NA19116	XX	AFR	YRI	true
NA19117	XY	AFR	YRI	true
NA19118	XX	AFR	YRI	true
NA19119	XY	AFR	YRI	true
NA19120	XY	AFR	YRI	false
NA19121	XY	AFR	YRI	true
NA19122	XX	AFR	YRI	false
NA19123	XY	AFR	YRI	false
NA19127	XX	AFR	YRI	false
NA19128	XY	AFR	YRI	false
NA19129	XX	AFR	YRI	true
NA19130	XY	AFR	YRI	true
NA19131	XX	AFR	YRI	true
NA19132	XX	AFR	YRI	false
