IID,inferred_pop
3998593054_R06C01,EUR
3998593062_R01C02,SAS
3998593062_R02C02,SAS
3998593062_R03C02,EUR
3998593062_R04C01,EUR
3998593062_R04C02,EUR
3998593062_R05C01,EUR
3998593062_R06C01,EUR
3998593064_R02C01,EUR
3998593064_R03C01,EUR
3998593064_R05C02,SAS
3998593069_R02C02,EUR
3998593069_R03C02,EAS
3998593069_R04C02,EUR
3998593069_R05C01,EAS
3998593069_R05C02,EUR
3998593069_R06C01,EUR
3998593069_R06C02,EUR
3998593070_R02C02,EUR
3998593070_R03C02,EUR
3998593070_R05C02,EUR
3998593070_R06C02,EUR
3998593071_R01C01,EUR
3998593071_R05C02,EAS
3998593074_R05C02,EUR
3998593075_R04C02,EUR
3998593075_R05C02,EUR
3998593075_R06C02,EUR
3998593082_R01C02,AFR
3998593082_R02C02,EUR
3998593083_R06C02,EUR
3998593084_R01C01,EUR
3998593084_R01C02,AMR
3998593084_R02C02,EUR
3998593084_R05C01,EUR
3998593084_R05C02,SAS
3998593084_R06C01,EUR
3998593084_R06C02,SAS
3998593086_R02C02,EUR
3998593086_R03C02,EUR
3998593086_R04C02,EUR
3998593086_R05C01,EUR
3998593086_R06C01,EUR
3998593087_R01C01,EUR
3998593087_R01C02,AMR
3998593087_R02C01,AMR
3998593087_R02C02,AMR
3998593087_R03C01,AMR
3998593087_R04C01,AMR
3998593087_R05C01,AMR
3998593087_R06C01,EUR
3998593088_R03C01,EUR
3998593088_R04C01,EUR
3998593088_R05C02,EUR
3998593088_R06C01,EUR
3998593088_R06C02,EUR
3998593090_R03C01,SAS
3998593090_R03C02,EUR
3998593090_R04C01,EUR
3998593090_R04C02,EUR
3998593090_R05C01,EUR
3998593090_R05C02,EUR
3998593090_R06C01,EUR
3998593090_R06C02,EUR
3998593103_R01C01,EAS
3998593103_R02C01,EUR
3998593103_R02C02,EUR
3998593103_R03C01,EUR
3998593103_R03C02,EUR
3998593103_R04C01,SAS
3998593103_R04C02,SAS
3998593103_R05C01,SAS
3998593103_R05C02,SAS
3998593103_R06C02,EUR
3998593104_R01C01,EUR
3998593104_R01C02,EUR
3998593104_R02C01,EUR
3998593104_R03C01,EUR
3998593104_R03C02,EAS
3998593104_R04C01,EUR
3998593104_R05C01,EUR
3998593104_R06C01,EUR
3998593105_R01C01,EUR
3998593105_R02C01,EUR
3998593105_R04C01,EAS
3998593105_R05C02,EUR
3998593105_R06C02,EUR
3998593119_R01C02,EAS
3998593119_R02C02,EUR
3998593119_R04C02,EUR
3998593119_R05C02,EUR
3998593119_R06C02,AFR
3998593137_R02C02,EUR
3998593137_R03C02,EUR
3998593137_R04C02,EUR
3998593140_R01C02,EUR
3998593140_R06C01,EUR
3998593149_R01C01,EUR
3998593151_R01C01,EUR
3998593151_R02C01,EUR
3998593151_R03C01,EAS
3998593151_R03C02,EUR
3998593151_R04C01,EAS
3998593151_R05C01,EUR
3998593160_R01C01,EAS
3998593160_R02C02,EUR
3998593160_R03C01,EUR
3998593160_R03C02,EUR
3998593160_R04C01,EUR
3998593160_R04C02,EAS
3998593160_R05C02,EAS
3998593160_R06C02,EUR
3998593163_R01C01,EUR
3998593163_R01C02,EUR
3998593163_R02C01,EUR
3998593163_R02C02,EUR
3998593163_R04C02,AFR
3998593163_R05C01,EUR
3998593163_R05C02,EUR
3998593163_R06C01,EUR
3998593163_R06C02,EUR
3998593173_R06C02,EUR
3998593174_R01C01,EUR
3998593174_R02C01,EUR
3998593174_R02C02,SAS
3998593174_R03C01,EUR
3998593174_R03C02,SAS
3998593174_R04C01,EUR
3998593174_R04C02,EUR
3998593174_R05C01,EUR
3998593174_R05C02,EUR
3998593174_R06C02,EUR
3998593177_R05C02,EUR
3998593179_R01C01,EAS
3998593179_R02C01,EUR
3998593179_R03C01,EAS
3998593179_R04C01,EUR
3998593179_R05C01,EUR
3998633005_R01C01,EUR
3998633005_R02C01,EUR
3998633030_R01C01,AMR
3998633030_R01C02,EUR
3998633030_R02C01,EUR
3998633030_R02C02,EUR
3998633030_R03C02,EUR
3998633030_R04C01,EAS
3998633030_R05C01,EAS
3998633030_R06C01,EUR
3998950121_R01C01,EAS
3998950121_R01C02,EUR
3998950121_R02C01,EAS
3998950121_R02C02,EUR
3998950121_R03C01,AMR
3998950121_R04C01,EAS
3998950121_R05C01,EUR
3998950121_R05C02,EUR
3998950121_R06C01,EAS
3998950121_R06C02,EAS
3998950143_R01C01,SAS
3998950143_R02C01,AFR
3998950143_R03C01,AFR
3998950143_R04C01,EUR
3998950143_R05C01,EUR
3998950146_R01C01,EUR
3998950146_R01C02,EUR
3998950146_R02C01,EUR
3998950146_R02C02,EUR
3998950153_R01C02,EUR
3998950153_R04C02,SAS
3998950153_R05C02,SAS
3998950159_R01C01,EUR
3998950159_R01C02,EUR
3998950159_R02C01,EUR
3998950159_R02C02,AMR
3998950159_R03C01,EUR
3998950159_R05C02,AMR
3998950159_R06C01,EUR
3998950162_R03C01,AMR
3998950162_R04C01,EUR
3998950162_R04C02,EUR
3998950162_R05C01,AMR
3998950162_R05C02,EUR
3998950162_R06C01,AMR
3998950168_R01C02,EAS
3998950168_R02C01,AMR
3998950168_R02C02,EUR
3998950168_R03C01,AMR
3998950168_R04C01,SAS
3998950168_R05C01,SAS
3998950168_R06C01,EAS
3998950186_R01C01,EUR
3998950186_R03C02,EUR
3998950186_R05C02,EUR
3998950188_R04C02,EUR
3998950188_R05C02,EUR
3998950189_R03C02,EUR
3998950189_R04C02,EUR
3998951006_R01C01,EAS
3998951006_R02C01,EUR
3998951006_R03C01,EUR
3998951006_R04C01,EUR
3998951006_R05C01,EUR
3998951006_R06C01,EUR
3998951007_R01C01,EUR
3998951007_R01C02,EUR
3998951007_R02C01,EUR
3998951007_R02C02,EUR
3998951007_R03C02,EUR
3998951007_R04C02,EUR
3998951007_R05C01,EUR
3998951007_R05C02,EUR
3998951007_R06C01,EUR
3998951007_R06C02,EUR
3998951008_R01C01,AFR
3998951008_R02C01,AFR
3998951008_R03C01,EUR
3998951008_R04C01,AFR
3998951008_R05C01,AFR
3998951013_R03C01,EUR
3998951013_R04C01,EUR
3998951013_R04C02,SAS
3998951013_R05C01,EUR
3998951013_R05C02,SAS
3998951013_R06C01,EUR
3998951013_R06C02,EUR
3998951014_R01C02,EAS
3998951014_R02C02,EUR
3998951015_R01C01,EUR
3998951015_R02C01,EAS
3998951015_R03C01,EAS
3998951018_R02C02,AMR
3998951018_R03C02,AMR
3998951018_R04C02,EUR
3998951018_R05C02,AMR
3998951018_R06C02,AMR
3998951026_R01C01,AMR
3998951026_R02C01,EUR
3998951026_R03C01,AFR
3998951028_R05C01,SAS
3998951028_R06C01,EUR
3998951030_R05C01,EUR
3998951030_R06C01,EUR
3998951051_R01C01,EUR
3998951051_R01C02,EUR
3998951051_R02C01,EUR
3998951051_R02C02,EUR
3998951051_R03C02,EUR
3998951051_R04C02,AFR
3998951051_R05C01,SAS
3998951051_R06C01,EUR
3998951064_R01C02,EUR
3998951064_R02C01,SAS
3998951064_R02C02,EUR
3998951064_R03C02,EUR
3998951064_R05C02,EUR
3998951064_R06C01,EUR
3998951064_R06C02,EUR
3998951077_R03C02,EUR
3998951077_R04C02,EUR
3998972019_R01C01,SAS
3998972019_R01C02,EUR
3998972019_R02C01,SAS
3998972019_R06C01,EAS
3998972048_R03C01,AFR
3998972048_R04C01,AFR
3998982002_R01C01,AFR
3998982002_R02C02,SAS
3998982002_R03C02,SAS
3998982004_R01C01,AMR
3998982004_R01C02,AMR
3998982004_R02C01,AMR
3998982004_R03C01,EUR
3998982004_R03C02,SAS
3998982004_R04C01,EUR
3998982004_R04C02,AMR
3998982004_R05C02,SAS
3998982004_R06C02,SAS
3998982005_R01C01,EUR
3998982005_R02C01,EAS
3998982005_R03C01,AMR
3998982005_R03C02,EUR
3998982005_R04C01,AMR
3998982005_R04C02,AFR
3998982007_R01C01,EUR
3998982007_R01C02,EUR
3998982007_R02C01,EUR
3998982007_R02C02,EUR
3998982007_R03C01,SAS
3998982007_R03C02,EUR
3998982007_R04C01,SAS
3998982007_R04C02,EUR
3998982007_R05C01,EUR
3998982007_R05C02,EUR
3998982007_R06C01,EUR
3998982010_R01C01,EAS
3998982010_R01C02,EUR
3998982010_R02C01,EAS
3998982010_R02C02,EUR
3998982010_R03C01,EAS
3998982010_R03C02,AFR
3998982010_R04C01,EAS
3998982010_R04C02,AFR
3998982010_R05C02,EAS
3998982010_R06C01,EUR
3998982010_R06C02,EAS
3998982011_R02C02,AFR
3998982012_R01C01,EUR
3998982012_R01C02,EUR
3998982012_R02C01,EUR
3998982012_R03C01,AMR
3998982012_R04C01,AMR
3998982012_R05C01,AMR
3998982012_R06C01,EUR
3998982015_R02C01,EUR
3998982015_R03C01,EUR
3998982015_R04C01,SAS
3998982015_R05C01,EUR
3998982015_R05C02,EUR
3998982015_R06C02,EUR
3998982020_R01C01,EUR
3998982020_R02C01,EUR
3998982020_R03C01,EUR
3998982020_R04C01,EUR
3998982020_R05C01,EUR
3998982020_R05C02,SAS
3998982020_R06C01,EUR
3998982020_R06C02,SAS
3998982024_R01C01,EUR
3998982024_R02C01,EUR
3998982024_R02C02,EUR
3998982024_R03C01,EUR
3998982024_R03C02,EUR
3998982024_R04C01,EUR
3998982024_R04C02,AFR
3998982024_R05C01,EUR
3998982024_R05C02,AFR
3998982024_R06C02,EUR
3998982026_R01C01,EUR
3998982026_R02C01,EUR
3998982026_R03C01,EUR
3998982026_R04C01,EUR
3998982029_R02C01,EUR
3998982038_R01C01,EUR
3998982038_R02C01,SAS
3998982047_R02C02,EUR
3998982047_R03C02,EUR
3998982047_R04C02,EAS
3998982047_R05C01,EUR
3998982047_R05C02,EUR
3998982051_R01C02,EUR
3998982051_R04C01,EUR
3998982051_R05C01,EAS
3998982051_R05C02,EUR
3998982051_R06C01,AMR
3998982051_R06C02,EUR
3998982063_R01C02,EUR
3998982063_R05C01,AFR
3998982063_R06C01,AFR
3998982071_R01C01,EUR
3998982071_R02C01,EUR
3998982074_R01C01,EUR
3998982074_R02C01,EUR
3998982074_R02C02,EUR
3998982074_R03C01,AFR
3998982074_R03C02,EUR
3998982074_R04C01,AFR
3998982074_R04C02,EUR
3998982074_R05C01,EUR
3998982074_R05C02,EAS
3998982074_R06C01,EUR
3998982074_R06C02,EUR
3998982080_R01C01,EAS
3998982080_R02C01,AFR
3998982080_R03C02,AFR
3998982080_R04C02,AFR
3998982080_R05C01,AFR
3998982080_R05C02,EUR
3998982080_R06C02,AMR
3998982090_R01C01,AFR
3998982090_R02C01,AFR
3998982090_R05C02,EUR
3998982090_R06C02,EUR
3998982094_R04C02,EUR
3998982094_R05C02,EUR
3998982094_R06C02,EUR
3998982098_R01C01,AMR
3998982098_R01C02,EUR
3998982098_R02C01,EUR
3998982098_R03C01,EUR
3998982098_R04C01,EUR
3998982098_R04C02,EUR
3998982098_R05C01,EUR
3998982098_R05C02,EUR
3998982098_R06C01,EUR
3998982098_R06C02,EUR
3998982099_R01C01,EUR
3998982099_R01C02,EUR
3998982099_R02C02,EUR
3998982099_R05C01,EAS
3998982099_R06C01,EAS
3998982101_R03C01,EUR
3998982101_R06C01,AFR
3998982104_R01C01,EUR
3998982104_R01C02,AMR
3998982104_R02C01,EUR
3998982104_R02C02,EUR
3998982104_R03C01,EUR
3998982104_R04C01,EUR
3998982104_R05C01,SAS
3998982104_R06C01,SAS
3998982109_R01C01,EUR
3998982109_R02C01,EUR
3998982109_R03C02,EAS
3998982109_R04C02,EAS
3998982111_R05C02,SAS
3998982111_R06C02,EUR
3998982113_R01C01,EUR
3998982113_R01C02,SAS
3998982113_R02C01,EUR
3998982113_R02C02,SAS
3998982113_R03C02,EAS
3998982113_R04C02,EUR
3998982113_R05C01,EUR
3998982113_R05C02,EUR
3998982113_R06C01,EUR
3998982113_R06C02,EUR
3998982114_R05C02,AFR
3998982116_R01C02,EUR
3998982116_R02C02,EUR
3998982116_R03C02,EUR
3998982116_R04C02,AFR
3998982116_R05C02,EAS
3998982116_R06C01,EUR
3998982116_R06C02,EAS
3998982117_R01C01,EUR
3998982117_R02C01,EUR
3998982117_R03C01,EUR
3998982117_R04C01,EUR
3998982117_R04C02,EUR
3998982117_R05C02,EUR
3998982119_R05C02,EUR
3998982126_R01C01,EUR
3998982126_R02C01,EUR
3998982127_R03C02,AMR
3998982127_R04C02,AFR
3998982127_R05C02,SAS
3998982128_R01C01,EUR
3998982130_R02C02,EUR
3998982130_R03C02,EUR
3998982130_R04C01,EUR
3998982130_R05C01,EUR
3998982130_R05C02,EUR
3998982130_R06C01,EAS
3998982130_R06C02,EUR
3998982132_R01C01,EUR
3998982132_R01C02,EUR
3998982132_R02C01,EUR
3998982132_R02C02,EUR
3998982132_R03C01,EUR
3998982132_R03C02,EUR
3998982132_R04C01,EUR
3998982132_R04C02,EUR
3998982132_R05C02,EUR
3998982132_R06C02,EAS
3998982134_R02C01,EUR
3998982134_R03C02,EAS
3998982134_R04C01,EAS
3998982134_R05C01,EUR
3998982134_R06C01,EAS
3998982135_R01C01,EAS
3998982135_R01C02,EUR
3998982135_R02C01,EUR
3998982135_R03C01,EUR
3998982135_R04C02,EUR
3998982135_R05C02,EUR
3998982135_R06C01,EUR
3998982135_R06C02,EUR
3998982138_R04C02,EAS
3998982138_R05C02,EAS
3998982138_R06C02,EAS
3998982140_R01C01,EUR
3998982141_R01C01,SAS
3998982141_R02C01,SAS
3998982141_R03C01,EUR
3998982141_R03C02,EUR
3998982141_R04C01,EUR
3998982141_R05C01,SAS
3998982141_R06C01,EUR
3998982144_R02C01,EAS
3998982144_R03C01,EAS
3998982144_R04C01,AMR
3998982146_R04C01,EUR
3998982146_R05C01,EUR
3998982146_R06C01,AMR
3998982150_R03C02,EUR
3998982150_R04C02,EUR
3998982158_R03C02,EUR
3998982158_R04C02,EUR
3998982158_R05C01,EAS
3998982158_R05C02,EUR
3998982158_R06C01,EAS
3998982158_R06C02,AMR
3998982159_R02C01,EUR
3998982159_R03C01,EAS
3998982159_R03C02,AMR
3998982159_R04C01,EUR
3998982159_R04C02,AMR
3998982159_R05C01,EUR
3998982159_R05C02,EUR
3998982159_R06C01,EUR
3998982165_R02C01,EUR
3998982165_R02C02,EUR
3998982165_R03C01,EUR
3998982165_R03C02,EUR
3998982165_R04C02,EUR
3998982165_R05C02,EUR
3998982165_R06C02,EUR
3998982166_R04C02,EUR
3998982166_R05C02,EUR
3998982167_R01C02,EAS
3998982167_R02C01,EUR
3998982167_R02C02,EAS
3998982167_R03C01,EUR
3998982167_R03C02,EUR
3998982167_R04C01,EUR
3998982167_R04C02,EUR
3998982167_R05C01,EUR
3998982167_R05C02,EUR
3998982167_R06C01,AFR
3998982168_R01C02,EAS
3998982168_R02C01,EUR
3998982168_R02C02,EAS
3998982168_R03C01,EUR
3998982168_R03C02,EUR
3998982168_R04C01,EUR
3998982168_R05C01,EUR
3998982168_R06C01,EAS
3998982168_R06C02,EUR
3998982170_R04C02,EUR
3998982170_R05C02,EUR
3998982170_R06C02,EUR
3998982172_R02C01,EAS
3998982172_R04C01,EUR
3998982172_R05C01,EUR
3998982173_R01C01,AFR
3998982173_R01C02,EAS
3998982173_R02C01,AFR
3998982173_R02C02,EAS
3998982173_R03C01,EUR
3998982173_R04C01,EUR
3998982173_R05C02,EUR
3998982178_R02C02,SAS
3998982178_R03C02,SAS
3998982178_R04C02,SAS
3998982178_R05C02,EUR
3998982178_R06C02,EUR
3998982181_R01C02,SAS
3998982181_R02C02,SAS
3998982181_R06C02,EUR
3998982182_R01C02,EUR
3998982182_R02C02,SAS
3998982182_R03C01,EUR
3998982182_R03C02,SAS
3998982182_R04C01,EUR
3998982182_R04C02,EAS
3998982182_R05C01,EUR
3998982182_R05C02,EUR
3998982182_R06C01,EUR
3998982182_R06C02,EAS
3998982195_R01C01,EUR
3998982195_R02C01,SAS
3998982195_R03C01,SAS
3998982195_R05C02,AMR
3998982197_R06C02,EUR
3998982200_R01C02,EUR
3998982200_R02C01,EUR
3998982200_R02C02,EUR
3998982200_R03C01,EUR
3998982200_R03C02,AMR
3998982200_R04C01,EUR
3998982200_R04C02,AMR
3998982200_R05C01,EUR
3998982200_R05C02,AFR
3998982200_R06C01,EUR
3998982200_R06C02,AFR
3998982201_R01C01,EAS
3998982201_R02C01,EUR
3998982201_R02C02,EUR
3998982201_R03C01,EUR
3998982201_R03C02,EUR
3998982201_R04C01,EUR
3998982201_R04C02,EUR
3998982201_R05C01,EUR
3998982201_R05C02,EAS
3998982201_R06C02,EAS
3998982202_R01C01,EUR
3998982202_R04C01,EUR
3998982202_R05C01,EUR
3998982203_R01C01,EUR
3998982203_R01C02,EUR
3998982203_R02C01,EUR
3998982203_R02C02,EUR
3998982203_R03C01,EUR
3998982203_R05C02,EUR
3998982203_R06C02,EUR
3998982205_R01C02,EAS
3998982205_R02C01,EAS
3998982205_R02C02,EAS
3998982205_R03C02,SAS
3998982205_R04C02,SAS
3998982205_R05C01,AMR
3998982205_R05C02,SAS
3998982205_R06C01,AMR
3998982205_R06C02,SAS
3998982206_R01C01,SAS
3998982206_R01C02,EUR
3998982206_R02C01,SAS
3998982206_R02C02,EUR
3998982206_R03C02,EUR
3998982206_R04C02,EUR
3998982206_R05C02,EUR
3998982206_R06C02,EUR
3998982210_R01C01,EUR
3998982210_R02C01,EUR
3998982210_R03C01,EUR
3998982210_R04C01,EUR
3998982214_R01C01,AFR
3998982217_R04C01,EUR
3998982217_R05C01,EUR
3998982231_R06C02,EUR
3998982232_R01C02,EUR
3998982232_R06C01,EUR
3998982232_R06C02,AMR
3998982233_R01C01,AMR
3998982233_R01C02,AFR
3998982233_R06C01,EUR
3998982234_R01C01,EUR
3998982234_R01C02,EUR
3998982234_R02C01,EUR
3998982234_R03C01,EUR
3998982234_R03C02,AMR
3998982234_R04C01,EAS
3998982234_R04C02,AMR
3998982234_R05C02,AMR
3998982234_R06C01,EUR
3998982235_R04C02,SAS
3998982236_R05C01,EUR
3998982237_R01C01,EUR
3998982237_R01C02,EUR
3998982237_R02C01,EUR
3998982237_R04C01,SAS
3998982237_R04C02,EUR
3998982237_R05C01,SAS
3998982237_R05C02,EUR
3998982237_R06C01,AMR
3999061073_R01C01,AMR
3999061073_R03C01,EAS
3999061073_R04C01,EUR
3999061074_R04C02,EUR
3999061074_R05C02,EUR
3999061074_R06C02,EUR
3999061075_R01C01,EUR
3999061075_R01C02,EAS
3999061075_R02C01,EUR
3999061075_R02C02,EUR
3999061075_R03C01,AMR
3999061075_R03C02,EUR
3999061075_R04C01,AMR
3999061075_R04C02,EUR
3999061075_R05C01,AMR
3999061075_R05C02,EUR
3999061075_R06C01,AMR
3999061075_R06C02,EUR
3999061080_R03C01,SAS
3999061080_R03C02,EUR
3999061080_R04C02,EUR
3999061080_R05C01,EAS
3999061080_R05C02,EUR
3999061080_R06C01,EUR
3999061112_R02C01,EUR
3999061112_R03C01,EUR
3999061112_R03C02,EAS
3999061112_R04C01,EUR
3999061112_R04C02,EUR
3999061112_R05C01,SAS
3999061112_R06C01,SAS
3999061131_R01C02,AMR
3999061136_R01C01,AMR
3999061136_R02C01,AMR
3999061136_R03C01,EUR
3999061136_R04C01,EUR
3999061136_R05C01,EUR
3999061138_R01C01,EUR
3999061138_R01C02,AFR
3999061138_R02C02,AFR
3999061138_R03C02,AFR
3999061138_R04C01,EUR
3999061138_R05C01,EUR
3999061138_R06C01,AFR
3999061144_R06C02,EUR
3999061146_R02C02,SAS
3999061146_R03C02,SAS
3999061153_R01C01,EUR
3999061153_R02C01,EUR
3999061156_R02C01,EUR
3999061158_R01C02,EUR
3999061158_R02C02,EUR
3999061158_R03C02,EUR
3999061158_R05C01,EUR
3999061158_R05C02,SAS
3999061158_R06C01,EUR
3999061164_R01C01,EUR
3999061164_R01C02,SAS
3999061164_R02C01,EUR
3999061164_R02C02,SAS
3999061164_R03C01,EUR
3999061164_R03C02,EUR
3999061164_R04C01,EUR
3999061164_R04C02,EUR
3999061164_R05C01,EUR
3999061164_R05C02,EUR
3999061164_R06C01,EUR
3999061164_R06C02,EUR
3999061167_R01C01,EUR
3999061167_R02C01,EUR
3999061167_R03C01,EUR
3999061167_R03C02,EUR
3999061167_R04C01,EUR
3999061167_R04C02,EUR
3999061167_R05C01,EUR
3999061167_R05C02,EUR
3999061167_R06C01,EUR
3999061167_R06C02,EUR
3999061168_R01C01,AFR
3999061168_R01C02,EUR
3999061168_R02C01,AFR
3999061168_R02C02,AMR
3999061168_R03C01,EAS
3999061168_R03C02,AMR
3999061168_R04C01,SAS
3999061168_R04C02,AMR
3999061168_R05C01,EUR
3999061168_R05C02,AMR
3999061168_R06C01,EUR
3999061168_R06C02,EUR
3999069001_R01C01,EUR
3999069001_R02C01,EUR
3999069001_R03C01,EUR
3999069001_R03C02,EUR
3999069001_R04C01,EUR
3999069001_R04C02,EUR
3999069001_R05C01,SAS
3999069001_R05C02,EAS
3999069001_R06C01,SAS
3999069001_R06C02,EAS
3999069002_R01C01,EAS
3999069002_R02C01,EUR
3999069002_R03C01,EUR
3999069002_R04C02,EUR
3999069002_R05C02,SAS
3999069003_R01C02,EUR
3999069003_R02C02,EUR
3999069003_R03C02,AMR
3999069003_R04C02,EUR
3999069003_R05C02,EUR
3999069003_R06C02,EUR
3999069006_R01C01,AMR
3999069012_R03C01,EAS
3999069012_R03C02,SAS
3999069012_R04C01,EAS
3999069012_R04C02,SAS
3999069012_R05C01,EUR
3999069012_R05C02,SAS
3999069012_R06C01,EAS
3999069012_R06C02,EUR
3999069013_R01C01,EUR
3999069013_R02C01,EUR
3999069013_R03C01,EUR
3999069013_R04C01,EUR
3999069013_R05C01,EUR
3999069013_R06C01,EUR
3999069015_R01C01,EUR
3999069015_R05C01,EUR
3999069015_R06C01,SAS
3999069024_R06C02,AFR
3999069025_R01C01,EUR
3999069025_R01C02,EUR
3999069025_R02C01,EUR
3999069025_R03C01,EUR
3999069025_R06C01,EUR
3999069028_R01C01,EAS
3999069028_R01C02,EUR
3999069028_R02C01,EAS
3999069028_R02C02,EAS
3999069028_R03C01,SAS
3999069028_R03C02,EAS
3999069028_R04C01,SAS
3999069028_R04C02,EUR
3999069028_R05C01,AMR
3999069028_R06C01,AFR
3999069033_R02C02,EUR
3999069042_R01C01,EAS
3999069042_R01C02,EUR
3999069042_R02C01,EUR
3999069042_R02C02,EAS
3999069042_R03C01,EUR
3999069042_R03C02,EUR
3999069042_R04C01,EUR
3999069042_R04C02,EUR
3999069042_R05C01,EUR
3999069042_R05C02,EUR
3999069042_R06C01,EUR
3999069042_R06C02,EUR
3999069055_R01C02,EUR
3999069055_R02C01,EUR
3999069055_R02C02,EUR
3999069055_R03C01,SAS
3999069055_R03C02,EUR
3999069055_R04C01,EUR
3999069055_R05C01,AFR
3999069055_R06C01,EUR
3999069058_R05C02,EUR
3999069061_R03C02,EUR
3999069061_R04C02,EUR
3999069061_R05C02,EUR
3999069061_R06C02,EUR
3999069070_R05C01,EAS
3999069070_R06C01,EAS
3999069071_R01C01,EUR
3999069071_R02C01,EUR
3999069071_R03C01,EUR
3999069071_R04C01,EUR
3999069074_R01C02,EUR
3999069074_R02C02,AMR
3999069074_R03C01,AMR
3999069074_R05C02,EAS
3999069074_R06C01,EAS
3999069074_R06C02,EAS
3999069082_R01C01,EUR
3999069082_R02C01,EUR
3999069083_R01C02,EUR
3999069083_R02C02,EUR
3999069083_R03C02,EAS
3999069084_R01C02,EUR
3999069084_R02C01,EUR
3999069084_R03C01,EUR
3999069084_R06C01,AFR
3999069088_R01C01,EUR
3999069088_R01C02,EUR
3999069088_R02C01,EUR
3999069088_R02C02,EUR
3999069088_R03C01,EUR
3999069088_R03C02,EUR
3999069088_R04C01,EAS
3999069088_R04C02,EAS
3999069088_R05C01,EUR
3999069088_R05C02,EUR
3999069088_R06C01,EUR
3999069088_R06C02,EUR
3999069091_R03C02,EUR
3999069091_R04C02,EUR
3999069091_R05C01,EUR
3999069091_R05C02,EUR
3999069091_R06C01,EUR
3999069091_R06C02,EUR
3999069101_R01C02,EUR
3999069101_R06C02,EAS
3999069110_R01C01,EUR
3999069110_R01C02,EUR
3999069110_R02C01,EUR
3999069110_R02C02,EUR
3999069110_R05C02,SAS
3999069134_R03C01,SAS
3999069134_R03C02,EUR
3999069134_R04C01,EUR
3999069134_R05C01,EUR
3999069134_R06C01,EUR
3999069134_R06C02,EUR
3999069164_R01C01,EAS
3999069164_R02C01,EAS
3999069164_R03C01,SAS
3999069164_R04C01,EUR
3999069164_R04C02,EUR
3999069164_R05C01,EUR
3999069164_R05C02,EUR
3999069164_R06C02,EUR
3999069168_R03C01,EUR
3999069168_R04C01,EUR
3999069168_R04C02,EUR
3999069168_R05C01,EUR
3999069168_R05C02,EUR
3999070009_R02C02,AFR
3999070009_R03C02,AFR
3999070009_R04C02,SAS
3999070009_R05C01,EUR
3999070015_R01C01,EUR
3999070015_R01C02,EUR
3999070015_R02C01,EUR
3999070015_R03C01,EAS
3999070015_R04C01,SAS
3999070015_R05C01,SAS
3999070015_R06C01,EUR
3999070015_R06C02,EUR
3999070017_R01C01,SAS
3999070017_R02C01,EAS
3999070017_R03C01,AMR
3999070017_R04C01,AMR
3999070017_R04C02,EUR
3999070017_R05C01,EUR
3999070019_R01C01,EUR
3999070019_R02C01,EUR
3999070019_R03C02,EUR
3999070019_R04C02,EUR
3999070019_R05C02,SAS
3999070019_R06C02,SAS
3999070020_R01C01,EUR
3999070020_R02C01,AMR
3999070020_R03C01,AMR
3999070021_R01C01,EUR
3999070021_R02C01,EUR
3999070021_R03C01,EUR
3999070021_R04C01,EUR
3999070021_R05C01,EUR
3999070021_R06C01,EUR
3999070025_R01C01,EUR
3999070025_R02C01,EUR
3999070154_R01C02,EUR
3999070154_R02C02,EUR
3999070154_R03C02,EAS
3999070154_R04C02,EUR
3999070154_R05C02,EUR
3999070154_R06C02,EUR
3999238006_R01C01,EUR
3999238006_R01C02,EUR
3999238006_R02C01,EUR
3999238006_R04C01,EUR
3999238006_R06C01,EUR
3999238014_R02C01,EAS
3999238014_R05C01,EUR
3999238018_R02C01,SAS
3999238024_R01C02,SAS
3999238024_R02C02,SAS
3999238031_R01C01,EUR
3999238031_R02C01,EUR
3999238031_R03C01,EUR
3999238031_R04C01,EUR
3999238033_R01C01,EUR
3999238033_R02C01,EUR
3999238033_R03C01,EUR
3999238033_R04C01,EUR
3999238039_R01C02,SAS
3999238039_R03C01,EUR
3999238039_R03C02,EUR
3999238039_R04C02,SAS
3999238039_R05C02,SAS
3999238039_R06C01,SAS
3999238039_R06C02,EUR
3999238040_R05C02,EUR
3999238040_R06C02,EUR
3999238044_R02C01,AFR
3999238047_R01C01,EUR
3999238047_R01C02,EUR
3999238047_R02C01,EUR
3999238047_R03C01,AFR
3999238047_R04C01,EUR
3999238047_R05C01,EUR
3999238047_R06C01,EUR
3999238051_R01C01,EUR
3999238051_R01C02,EUR
3999238051_R02C01,AMR
3999238051_R02C02,EAS
3999238051_R03C01,EUR
3999238051_R03C02,AMR
3999238051_R04C02,SAS
3999238051_R06C01,EUR
3999238052_R01C02,EAS
3999238062_R03C01,EUR
3999238062_R05C02,EUR
3999238068_R01C01,EUR
3999238068_R01C02,EUR
3999238068_R03C02,SAS
3999238068_R04C01,EAS
3999238068_R04C02,EUR
3999238068_R05C01,EAS
3999238068_R05C02,EAS
3999238068_R06C01,EUR
3999238068_R06C02,EUR
3999238078_R01C01,EUR
3999238078_R02C01,EUR
3999238078_R03C01,EAS
3999238078_R03C02,EUR
3999238078_R04C01,EUR
3999238078_R04C02,EUR
3999238078_R05C01,EUR
3999238078_R06C01,EUR
3999238079_R01C02,EUR
3999238079_R02C02,SAS
3999238079_R03C01,EAS
3999238079_R03C02,SAS
