IID,inferred_pop
200764770116_R03C01,EUR
200764770116_R03C02,EUR
200764770116_R04C01,AMR
200764770116_R04C02,AMR
200764770116_R05C01,EUR
200764770116_R05C02,EUR
200764770116_R06C01,SAS
200764770119_R01C02,EAS
200764770119_R02C02,EAS
200764770123_R03C01,EUR
200764770123_R03C02,EUR
200764770123_R04C02,EUR
200764770123_R05C02,SAS
200764770123_R06C01,EUR
200764770123_R06C02,SAS
200764770129_R04C02,SAS
200764770130_R01C01,EUR
200764770130_R02C01,EUR
200764770131_R01C02,AMR
200764770131_R02C02,AFR
200764770131_R03C02,EUR
200764770131_R05C01,EUR
200764770131_R06C01,EUR
200764770131_R06C02,EUR
200764770144_R01C01,EUR
200764770144_R01C02,EUR
200764770144_R02C01,EUR
200764770144_R02C02,EAS
200764770144_R03C01,EUR
200764770144_R03C02,EAS
200764770144_R04C01,EUR
200764770144_R04C02,EUR
200764770144_R05C01,EAS
200764770144_R06C01,EUR
200764770145_R01C01,EUR
200764770145_R01C02,AMR
200764770145_R02C02,EUR
200764770145_R03C02,EUR
200764770145_R04C01,EUR
200764770145_R04C02,EUR
200764770145_R05C01,EUR
200764770145_R05C02,EUR
200764770145_R06C01,EUR
200764770145_R06C02,EUR
200764770151_R01C02,EUR
200764770151_R02C02,EUR
200764770151_R03C02,EUR
200764770151_R04C02,EUR
200764770151_R05C02,EUR
200764770151_R06C02,EUR
200764770152_R01C01,EUR
200764770152_R02C02,EUR
200764770152_R03C02,EUR
200764770159_R01C01,AFR
200764770159_R02C01,EUR
200764770159_R03C01,EUR
200764770159_R04C01,EUR
200764770159_R05C01,EUR
200764770159_R05C02,AFR
200764770164_R04C02,EUR
200764770164_R05C02,EUR
200764770164_R06C02,EAS
200764770166_R03C02,EAS
200764770166_R04C02,EUR
200764770166_R05C02,EUR
200764770166_R06C02,EUR
200764770167_R02C01,EUR
200764770168_R01C02,EUR
200764770168_R02C02,AMR
200764770168_R03C02,AMR
200764770168_R06C01,EUR
200764770169_R01C01,EUR
200764770169_R01C02,SAS
200764770169_R02C01,EUR
200764770169_R02C02,SAS
200764770169_R03C01,EUR
200764770169_R05C01,EUR
200764770169_R06C01,SAS
200764770170_R01C01,EUR
200764770170_R01C02,EAS
200764770170_R02C01,EUR
200764770170_R02C02,EAS
200764770170_R05C01,SAS
200764770170_R06C01,SAS
200764770177_R01C01,EUR
200764770177_R01C02,EUR
200764770177_R02C01,SAS
200764770177_R02C02,AMR
200764770177_R03C01,EAS
200764770177_R03C02,EUR
200764770177_R04C01,EUR
200764770177_R04C02,EUR
200764770177_R05C01,EUR
200764770177_R05C02,EUR
200764770177_R06C01,EUR
200764770178_R05C02,EUR
200764770178_R06C02,AMR
200770550021_R06C01,EUR
200770550030_R04C02,AMR
200770550030_R05C02,EUR
200770550030_R06C02,EUR
200770550044_R03C01,EUR
200770550044_R04C01,EUR
200770550050_R01C02,EUR
200770550050_R02C02,EUR
200770550050_R03C02,EUR
200770550050_R06C01,EUR
200770550055_R01C02,EAS
200770550055_R02C02,EAS
200770550055_R05C01,EAS
200770550055_R05C02,EUR
200770550055_R06C01,EAS
200770550056_R01C01,EUR
200770550056_R02C01,EUR
200770550056_R03C01,EUR
200770550056_R04C01,EUR
200770550065_R02C02,AFR
200770550065_R03C02,AFR
200770550065_R04C02,EUR
200770550065_R05C02,EAS
200770550079_R01C02,EUR
200770550079_R02C02,EUR
200770550079_R03C02,EUR
200770550079_R04C02,AMR
200770550079_R05C02,AMR
200770550079_R06C01,EUR
200770550094_R01C02,EAS
200770550094_R02C02,EAS
200770550094_R03C02,EUR
200770550094_R04C02,EAS
200770550094_R05C02,EUR
200770550097_R01C01,EUR
200770550097_R01C02,EUR
200770550097_R02C01,AMR
200770550097_R02C02,EUR
200770550097_R03C01,EUR
200770550097_R04C01,EUR
200770550097_R05C01,EUR
200770550097_R05C02,EUR
200770550097_R06C01,AMR
200770550102_R01C01,EUR
200770550102_R01C02,EUR
200770550102_R02C01,EUR
200770550102_R02C02,EUR
200770550102_R03C02,EUR
200770550102_R04C01,EUR
200770550102_R05C01,EUR
200770550102_R06C01,EUR
200770550102_R06C02,EUR
200770550104_R01C01,EUR
200770550104_R01C02,AMR
200770550104_R02C02,AMR
200770550104_R03C02,EAS
200770550104_R04C01,EUR
200770550104_R04C02,EAS
200770550104_R05C01,EUR
200770550104_R06C01,EUR
200770550107_R01C02,EUR
200770550107_R02C02,EUR
200770550107_R03C02,EUR
200770550107_R04C02,EUR
200770550107_R05C02,AFR
200770550107_R06C02,EUR
200770550121_R01C01,AFR
200770550121_R02C01,AMR
200770550121_R03C01,SAS
200770550121_R04C01,SAS
200770550121_R05C01,EUR
200770550121_R06C01,EUR
200770550121_R06C02,EUR
200770550122_R01C02,EUR
200770550122_R05C01,EUR
200770550122_R06C01,EUR
200770550128_R01C01,EUR
200770550128_R03C01,EUR
200770550128_R04C01,EUR
200770550129_R01C01,EAS
200770550129_R02C01,EUR
200770550129_R03C01,AMR
200770550129_R03C02,EUR
200770550129_R04C02,EUR
200770550129_R05C01,EUR
200770550129_R05C02,EUR
200770550129_R06C01,EUR
200770550129_R06C02,EUR
200770550136_R03C02,SAS
200770550137_R01C01,EUR
200770550137_R02C01,EUR
200770550141_R05C02,EUR
200770550141_R06C02,EUR
200770550143_R02C01,SAS
200770550150_R01C02,EAS
200770550150_R02C01,EUR
200770550150_R02C02,EAS
200770550150_R03C02,EAS
200770550150_R04C02,EAS
200770550150_R06C01,EUR
200770550150_R06C02,AFR
200770550153_R01C02,EAS
200770550153_R05C02,EAS
200770550153_R06C01,EAS
200770550155_R03C01,AFR
200770550155_R04C01,AMR
200770550155_R05C01,EAS
200770550155_R06C01,EAS
200770550156_R01C01,AFR
200770550156_R02C01,EUR
200770550156_R03C01,EUR
200770550156_R04C01,EUR
200770550164_R01C01,SAS
200770550164_R01C02,EAS
200770550164_R02C01,EUR
200770550164_R02C02,EUR
200770550164_R03C01,EAS
200770550164_R03C02,AFR
200770550164_R04C01,EUR
200770550164_R04C02,EUR
200770550164_R05C01,EUR
200770550164_R05C02,EUR
200770550164_R06C01,EAS
200770550164_R06C02,EUR
200770550176_R01C01,EUR
200770550176_R01C02,EUR
200770550176_R02C01,EUR
200770550176_R02C02,EUR
200770550176_R03C01,SAS
200770550176_R03C02,EUR
200770550176_R04C01,SAS
200770550176_R04C02,EUR
200770550176_R05C01,EUR
200770550176_R05C02,EAS
200770550176_R06C01,AMR
200770550179_R01C01,EAS
200770550179_R02C01,AMR
200803810005_R01C01,EAS
200803810005_R03C01,EUR
200803810005_R04C01,EUR
200803810011_R01C01,EUR
200803810011_R02C01,EUR
200803810011_R03C01,AMR
200803810011_R04C01,SAS
200803810011_R05C01,EUR
200803810011_R06C01,EUR
200803810040_R01C02,AMR
200803810040_R02C01,EUR
200803810040_R02C02,AMR
200803810040_R03C01,EUR
200803810040_R04C01,EUR
200803810040_R05C01,EUR
200803810040_R06C01,EUR
200803810060_R02C02,EAS
200803810060_R03C02,EAS
200803810060_R05C01,EAS
200803810060_R06C01,EUR
200803810066_R06C02,EUR
200803810072_R03C02,AMR
200803810072_R05C01,EUR
200803810072_R06C01,EUR
200803810090_R02C02,EUR
200803810090_R03C02,EUR
200803810090_R04C02,AMR
200803810090_R05C01,EUR
200803810090_R05C02,SAS
200803810090_R06C01,EUR
200803810090_R06C02,SAS
200803810117_R01C01,EUR
200803810117_R02C01,EUR
200803810136_R02C02,EUR
200803810136_R03C01,EUR
200803810136_R03C02,EUR
200803810136_R04C01,EUR
200803810136_R04C02,EUR
200803810136_R05C01,EUR
200803810136_R05C02,EAS
200810980003_R01C01,EUR
200810980003_R02C01,EUR
200810980003_R03C01,EUR
200810980003_R06C01,EUR
200810980009_R04C01,AFR
200810980016_R05C01,AFR
200810980038_R05C02,AMR
200810980038_R06C02,EUR
200810980053_R05C02,EUR
200810980061_R01C01,EUR
200810980061_R01C02,EAS
200810980061_R02C01,EUR
200810980061_R03C01,EUR
200810980061_R04C01,EUR
200810980061_R04C02,EUR
200810980061_R05C01,EUR
200810980061_R05C02,EUR
200810980061_R06C01,EUR
200810980063_R02C01,EUR
200810980063_R02C02,SAS
200810980063_R03C01,AMR
200810980063_R03C02,EAS
200810980063_R04C01,AMR
200810980063_R05C01,AMR
200810980063_R05C02,EUR
200810980063_R06C01,EUR
200810980063_R06C02,EUR
200810980072_R02C02,EUR
200810980072_R03C02,EUR
200810980072_R04C02,EUR
200810980072_R05C01,AMR
200810980072_R05C02,EUR
200810980072_R06C01,EUR
200810980072_R06C02,EUR
200810980073_R01C01,EUR
200810980073_R01C02,EUR
200810980073_R02C01,EUR
200810980073_R03C01,EUR
200810980073_R03C02,AFR
200810980073_R04C01,EUR
200810980073_R04C02,AFR
200810980073_R05C01,EUR
200810980073_R05C02,SAS
200810980073_R06C01,EUR
200810980075_R01C02,EUR
200810980075_R04C02,EAS
200810980075_R05C02,EUR
200810980075_R06C01,EUR
200810980077_R05C02,EUR
200810980078_R01C01,SAS
200810980078_R02C01,SAS
200810980078_R02C02,EUR
200810980078_R03C01,EUR
200810980078_R03C02,EUR
200810980078_R04C01,EUR
200810980078_R04C02,AMR
200810980078_R05C01,EUR
200810980078_R05C02,EAS
200810980078_R06C02,EAS
200810980082_R01C01,EUR
200810980082_R01C02,EUR
200810980082_R02C01,EUR
200810980082_R02C02,EUR
200810980082_R03C01,EUR
200810980082_R03C02,EUR
200810980082_R04C01,EUR
200810980082_R04C02,EUR
200810980082_R05C01,SAS
200810980082_R05C02,EUR
200810980082_R06C01,SAS
200810980083_R01C01,EUR
200810980083_R01C02,EUR
200810980083_R02C01,EUR
200810980083_R05C01,EUR
200810980083_R06C01,EUR
200810980084_R01C01,EUR
200810980084_R01C02,EUR
200810980084_R02C01,EUR
200810980084_R03C01,SAS
200810980084_R04C01,EUR
200810980084_R04C02,EUR
200810980084_R05C01,EUR
200810980084_R05C02,EUR
200810980084_R06C01,EUR
200810980084_R06C02,AMR
200810980087_R01C01,EUR
200810980087_R01C02,EUR
200810980087_R02C01,EUR
200810980087_R02C02,EUR
200810980087_R03C01,EUR
200810980087_R04C01,EUR
200810980087_R05C01,SAS
200810980087_R06C01,EUR
200810980090_R03C02,AFR
200810980090_R04C02,EAS
200810980101_R01C01,EAS
200810980101_R02C01,EAS
200810980101_R03C01,EUR
200810980101_R03C02,AMR
200810980101_R04C02,EUR
200810980101_R06C01,EUR
200810980111_R02C02,EUR
200810980111_R03C02,EUR
200810980111_R04C02,SAS
200810980111_R05C02,EUR
200810980111_R06C02,EUR
200810980132_R01C01,EUR
200810980132_R02C01,EUR
200810980132_R03C01,SAS
200810980146_R01C01,EAS
200810980146_R02C01,EAS
200810980146_R03C01,EUR
200810980146_R04C01,EUR
200810980150_R04C01,EUR
200863650133_R01C02,EAS
200863650133_R02C02,EUR
200863650133_R05C01,EUR
200863650134_R01C01,EUR
200863650134_R01C02,AFR
200863650134_R02C02,EUR
200863650134_R03C02,EUR
200863650134_R04C01,EUR
200863650134_R05C01,EUR
200863650134_R06C01,EUR
200863650135_R01C01,EAS
200863650135_R01C02,EUR
200863650135_R02C01,EUR
200863650135_R02C02,EUR
200863650135_R03C01,AMR
200863650135_R03C02,EUR
200863650135_R04C01,EUR
200863650135_R04C02,EUR
200863650135_R05C01,EAS
200863650135_R05C02,EUR
200863650135_R06C01,AMR
200863750119_R01C01,EUR
200863750119_R03C01,EUR
200863750119_R04C01,EUR
200863750119_R05C01,EUR
200863750119_R06C01,EUR
200863750126_R01C01,EAS
200863750126_R01C02,EUR
200863750126_R02C01,EAS
200863750126_R02C02,EUR
200863750126_R03C02,EUR
200863750126_R04C02,EUR
200863750126_R05C01,EUR
200863750126_R05C02,EAS
200863750126_R06C01,EUR
200863750126_R06C02,EAS
200863750129_R01C01,AFR
200863750129_R02C01,AFR
200863750129_R03C01,EAS
200863750129_R04C01,EUR
200863750129_R04C02,EUR
200863750129_R05C01,EUR
200863750129_R05C02,EUR
200863750129_R06C01,EUR
200863750134_R01C01,EUR
200863750134_R01C02,EUR
200863750134_R02C01,EUR
200863750134_R02C02,EUR
200863750134_R03C01,EUR
200863750134_R03C02,EUR
200863750134_R04C01,EUR
200863750134_R04C02,EUR
200863750134_R05C01,EUR
200863750134_R05C02,EUR
200863750134_R06C01,AMR
200863750134_R06C02,AMR
200863820021_R01C01,EUR
200863820021_R02C01,EAS
200863820021_R03C01,EUR
200863820021_R04C01,EUR
200863820021_R05C01,EUR
200863820021_R05C02,EUR
200863820021_R06C02,EUR
200863820022_R02C02,EUR
200863820022_R04C02,AMR
200863820035_R01C01,EUR
200863820035_R01C02,EUR
200863820035_R02C01,EUR
200863820035_R02C02,EUR
200863820035_R03C01,EUR
200863820035_R03C02,EUR
200863820035_R04C01,EUR
200863820035_R04C02,EAS
200863820035_R05C01,EUR
200863820035_R05C02,EUR
200863820035_R06C01,EUR
200863820035_R06C02,EUR
200863820037_R01C02,EAS
200863820037_R02C02,EAS
200863820038_R01C02,EUR
200863820038_R02C02,EUR
200863820038_R03C02,EUR
200863820038_R04C02,EUR
200863820038_R05C01,EUR
200863820038_R05C02,EUR
200863820038_R06C01,EUR
200863820039_R01C01,EUR
200863820039_R02C02,EUR
200863820039_R03C01,EUR
200863820039_R03C02,EUR
200863820041_R01C01,EUR
200863820041_R01C02,EUR
200863820041_R02C01,EUR
200863820041_R02C02,EUR
200863820041_R03C01,EUR
200863820041_R03C02,EUR
200863820041_R04C01,EAS
200863820041_R04C02,EUR
200863820041_R05C01,EAS
200863820041_R05C02,EUR
200863820041_R06C01,EAS
200863820041_R06C02,EUR
200863820042_R01C02,EUR
200863820042_R03C02,EUR
200863820042_R04C02,EUR
200863820042_R05C02,EUR
200863820044_R02C02,EUR
200863820044_R03C02,EUR
200863820044_R04C02,EUR
200863820044_R05C02,EUR
200863820044_R06C02,EUR
200863820045_R01C01,EAS
200863820045_R01C02,EAS
200863820045_R02C01,SAS
200863820045_R02C02,SAS
200863820045_R03C01,SAS
200863820045_R03C02,EUR
200863820045_R04C01,EUR
200863820045_R04C02,EUR
200863820045_R05C01,EUR
200863820045_R05C02,EUR
200863820045_R06C01,EUR
200863820052_R01C01,EUR
200863820052_R02C01,EUR
200863820052_R03C01,EUR
200863820052_R04C01,AFR
200863820052_R05C01,AFR
200863820052_R06C01,EUR
200863820055_R04C01,EUR
200863820055_R05C01,EUR
200863820056_R01C02,AMR
200863820056_R02C02,EUR
200863820056_R03C02,AMR
200863820056_R04C01,AMR
200863820056_R04C02,AMR
200863820056_R05C01,AMR
200863820056_R05C02,EUR
200863820056_R06C01,EUR
200863820070_R01C02,EAS
200863820070_R02C02,EUR
200863820070_R03C01,EUR
200863820070_R03C02,EUR
200863820070_R04C01,EUR
200863820073_R01C02,EUR
200863820073_R02C01,EUR
200863820073_R02C02,EUR
200863820073_R03C01,EUR
200863820073_R03C02,SAS
200863820073_R04C02,SAS
200863820073_R05C02,EUR
200863820075_R02C01,EAS
200863820075_R03C02,AMR
200863820075_R04C02,AMR
200863820075_R05C02,EUR
200863820078_R01C01,AMR
200863820078_R01C02,SAS
200863820078_R02C01,AMR
200863820078_R03C01,EUR
200863820078_R04C01,EUR
200863820078_R05C01,SAS
200863820078_R06C01,SAS
200863820079_R05C02,EAS
200863820088_R01C01,EAS
200863820088_R01C02,EUR
200863820088_R02C01,EAS
200863820088_R03C01,EAS
200863820088_R04C01,EUR
200863820088_R04C02,EAS
200863820088_R05C01,EUR
200863820088_R06C01,EUR
200863820090_R01C02,EUR
200863820090_R02C02,EAS
200863820090_R03C02,EUR
200863820090_R05C01,EUR
200863820090_R06C01,EUR
200863820092_R01C01,SAS
200863820092_R01C02,SAS
200863820092_R02C01,EUR
200863820092_R02C02,SAS
200863820092_R03C01,SAS
200863820092_R04C01,EUR
200863820092_R05C01,EUR
200863820093_R01C02,EUR
200863820093_R02C01,EUR
200863820093_R02C02,EUR
200863820093_R03C01,EUR
200863820093_R03C02,EUR
200863820093_R04C01,EUR
200863820093_R04C02,EUR
200863820093_R05C01,EUR
200863820093_R05C02,EUR
200863820093_R06C01,EUR
200863820094_R03C02,SAS
200863820094_R04C01,EUR
200863820094_R04C02,SAS
200863820094_R05C01,EUR
200863820094_R05C02,EAS
200863820094_R06C01,EUR
200863820096_R06C01,SAS
200863820099_R01C02,EUR
200863820099_R02C02,EUR
200863820099_R03C01,SAS
200863820099_R03C02,EUR
200863820099_R04C01,SAS
200863820099_R04C02,EUR
200863820099_R05C01,EUR
200863820099_R05C02,EUR
200863820099_R06C01,EUR
200863820099_R06C02,EUR
200863820114_R01C01,EUR
200863820114_R02C01,EUR
200863820123_R02C02,EUR
200863820123_R03C02,AFR
200863820123_R04C02,EUR
200863820123_R05C02,EUR
200863820123_R06C02,EUR
200863820124_R02C02,EUR
200863820126_R01C02,AFR
200863820126_R02C02,AMR
200863820126_R03C02,AMR
200863820126_R06C01,AFR
200863820130_R01C01,SAS
200863820130_R02C01,SAS
200863820130_R02C02,SAS
200863820130_R03C01,EUR
200863820130_R03C02,AMR
200863820130_R04C01,EUR
200863820130_R04C02,EUR
200863820130_R05C01,EAS
200863820130_R05C02,EUR
200863820136_R05C02,AFR
200863820142_R01C02,AFR
200863820142_R03C02,EUR
200863820142_R04C02,EUR
200863820142_R05C01,EAS
200863820142_R06C01,EAS
200903030007_R03C01,EUR
200903030007_R04C01,EUR
200903030007_R05C01,EUR
200903030008_R01C01,EAS
200903030008_R01C02,SAS
200903030008_R02C01,EUR
200903030008_R02C02,EUR
200903030008_R03C01,EUR
200903030008_R03C02,SAS
200903030008_R04C01,EUR
200903030008_R04C02,EUR
200903030008_R05C01,EAS
200903030008_R05C02,EUR
200903030008_R06C01,EUR
200903030009_R01C01,EUR
200903030009_R02C01,EUR
200903030014_R03C01,EUR
200903030018_R02C02,EUR
200903030018_R03C02,EUR
200903030018_R04C02,EUR
200903030018_R05C02,EUR
200903030019_R03C01,EUR
200903030023_R01C02,SAS
200903030023_R02C02,SAS
200903030023_R06C01,EUR
200903030026_R02C01,EUR
200903030026_R03C01,EUR
200903030026_R03C02,EUR
200903030026_R04C01,EUR
200903030026_R04C02,EUR
200903030026_R05C01,EUR
200903030026_R05C02,EUR
200903030026_R06C02,EUR
200903030030_R01C01,EUR
200903030030_R02C01,EUR
200903030030_R03C01,EUR
200903030030_R04C01,EAS
200903030030_R05C01,EAS
200903030036_R01C02,EUR
200903030036_R02C02,EUR
200903030043_R01C01,EUR
200903030043_R06C01,EUR
200903030044_R01C02,EUR
200903030044_R02C01,AMR
200903030044_R02C02,EUR
200903030044_R03C01,EUR
200903030044_R03C02,EUR
200903030044_R04C01,EUR
200903030044_R04C02,EUR
200903030044_R05C01,EUR
200903030044_R05C02,EUR
200903030044_R06C01,EAS
200903030044_R06C02,EUR
200903030046_R01C01,EUR
200903030046_R02C01,EUR
200903030046_R03C01,EUR
200903030046_R04C01,AFR
200903030046_R05C01,EUR
200903030046_R06C01,EUR
200903030066_R01C02,EUR
200903030066_R02C02,EUR
200903030066_R03C02,EAS
200903030066_R04C01,EUR
200903030066_R04C02,EUR
200903030066_R05C01,EUR
200903030066_R05C02,AMR
200903030066_R06C01,EUR
200903030066_R06C02,AMR
200903030067_R01C02,EUR
200903030067_R02C02,EUR
200903030067_R03C02,EUR
200903030067_R05C02,EUR
200903030067_R06C01,EAS
200903030080_R06C02,EUR
200903030082_R01C02,EUR
200903030082_R02C01,EUR
200903030082_R02C02,SAS
200903030082_R03C01,AMR
200903030082_R03C02,AFR
200903030082_R04C01,EUR
200903030082_R04C02,SAS
200903030082_R05C01,EUR
200903030082_R05C02,AMR
200903030082_R06C01,EUR
200903030082_R06C02,AMR
200903030084_R01C02,EUR
200903030084_R02C02,EUR
200903030084_R03C02,EUR
200903030084_R04C01,EUR
200903030084_R04C02,EUR
200903030084_R05C01,EUR
200903030084_R05C02,EUR
200903030084_R06C01,EUR
200903030084_R06C02,SAS
200903030085_R01C02,EAS
200903030085_R02C02,EUR
200903030085_R05C01,SAS
200903030085_R05C02,AMR
200903030085_R06C01,EUR
200903030085_R06C02,AMR
200903030087_R01C01,SAS
200903030087_R01C02,EUR
200903030087_R02C01,SAS
200903030087_R02C02,EUR
200903030087_R03C01,EUR
200903030087_R03C02,EUR
200903030087_R04C01,EUR
200903030087_R04C02,EUR
200903030087_R05C01,EUR
200903030087_R05C02,EUR
200903030087_R06C01,EUR
200903030087_R06C02,EUR
200903030091_R01C01,SAS
200903030091_R03C02,EAS
200903030091_R04C02,EUR
200903030091_R05C02,AFR
200903030091_R06C02,AMR
200903030092_R01C01,EUR
200903030092_R01C02,EAS
200903030092_R02C01,SAS
200903030092_R02C02,EAS
200903030092_R03C02,EUR
200903030092_R04C02,EUR
200903030092_R05C01,EUR
200903030092_R05C02,SAS
200903030092_R06C01,EUR
200903030092_R06C02,EUR
200903030094_R01C01,AMR
200903030094_R01C02,AFR
200903030094_R02C01,AFR
200903030094_R02C02,EUR
200903030094_R03C02,EUR
200903030094_R04C02,EUR
200903030094_R05C01,EUR
200903030094_R06C01,EUR
200903030095_R03C01,EUR
200903030095_R04C01,EUR
200903030097_R01C01,EAS
200903030097_R01C02,EUR
200903030097_R02C01,EUR
200903030097_R02C02,SAS
200903030097_R03C01,EUR
200903030097_R03C02,SAS
200903030097_R06C01,EUR
200903030098_R01C01,EUR
200903030098_R02C01,EUR
200903030098_R03C01,EUR
200903030098_R03C02,EUR
200903030098_R04C01,SAS
200903030098_R04C02,EUR
200903030098_R05C01,SAS
200903030098_R06C01,AMR
200903030120_R02C01,EUR
200903030120_R03C01,EUR
200903030120_R04C01,EUR
200903030120_R05C01,EUR
200903030125_R05C02,EUR
200903030127_R01C01,AMR
200903030127_R02C01,EUR
200903030127_R06C02,EUR
200903030129_R01C01,AMR
200903030129_R02C01,EUR
200903030129_R05C01,EUR
200903030129_R06C01,EUR
200903030141_R01C01,EUR
200903030141_R02C01,EUR
200903030146_R01C01,EUR
200903030146_R03C01,EUR
200903030146_R04C01,EUR
200910830001_R01C01,EUR
200910830001_R02C01,EUR
200910830007_R01C01,EUR
200910830007_R02C01,EUR
200910830007_R02C02,AMR
200910830008_R01C01,EUR
200910830008_R01C02,AMR
200910830008_R02C01,EUR
200910830008_R02C02,EUR
200910830008_R03C01,EUR
200910830008_R03C02,EUR
200910830008_R04C02,SAS
200910830008_R05C01,AMR
200910830008_R05C02,AMR
200910830008_R06C01,AMR
200910830013_R04C02,AFR
200910830015_R01C01,AMR
200910830015_R06C01,EUR
200910830019_R01C02,EUR
200910830019_R02C02,NA
200910830019_R03C01,EUR
200910830019_R04C01,EUR
200910830019_R05C01,EUR
200910830019_R06C01,EUR
200910830021_R05C02,EAS
200910830025_R01C01,EAS
200910830025_R02C01,EAS
200910830025_R03C01,EAS
200910830037_R01C01,SAS
200910830037_R02C01,EUR
200910830037_R03C01,EUR
200910830037_R04C01,AMR
200910830039_R01C01,EUR
200910830039_R02C01,EUR
200910830043_R02C01,EUR
200910830043_R03C01,EUR
200910830043_R04C02,SAS
200910830043_R05C02,EUR
200910830055_R05C02,EUR
200910830055_R06C02,EUR
200910830061_R04C02,EUR
200910830061_R05C02,EUR
200910830062_R01C01,EUR
200910830067_R01C01,EAS
200910830067_R02C01,EAS
200910830067_R04C02,EAS
200910830067_R05C02,EUR
200910830072_R01C01,AMR
200910830072_R02C01,EUR
200910830072_R02C02,EUR
200910830072_R03C01,EUR
200910830072_R03C02,EUR
200910830072_R04C01,EUR
200910830072_R04C02,EUR
200910830072_R05C01,EUR
200910830072_R05C02,EUR
200910830083_R02C01,EUR
200910830083_R03C02,EAS
200910830083_R04C02,EUR
200910830083_R05C02,AFR
200910830083_R06C02,AFR
200910830086_R06C02,EUR
200910830087_R04C02,SAS
200910830087_R05C02,SAS
200910830088_R05C02,EUR
200910830090_R01C02,SAS
200910830090_R02C02,EUR
200910830090_R03C02,EUR
200910830090_R05C02,EUR
200910830090_R06C01,SAS
200910830092_R01C01,EUR
200910830092_R02C01,EUR
200910830092_R03C01,EUR
200910830094_R04C02,AMR
200910830094_R05C02,EAS
200910830096_R01C01,EUR
200910830096_R01C02,EUR
200910830096_R02C01,EUR
200910830096_R03C01,EUR
200910830096_R05C01,EUR
200910830096_R05C02,AFR
200910830096_R06C01,EUR
200910830096_R06C02,AFR
200910830097_R01C01,EUR
200910830097_R01C02,EUR
200910830097_R02C01,EUR
200910830097_R02C02,EUR
200910830097_R03C01,EUR
200910830097_R03C02,EUR
200910830097_R04C01,EUR
200910830097_R04C02,EUR
200910830097_R05C01,EUR
200910830097_R05C02,EUR
200910830097_R06C01,EUR
200910830097_R06C02,AMR
200910830099_R05C02,EAS
200910830099_R06C02,AFR
200910830100_R01C01,EAS
200910830100_R02C01,EAS
200910830100_R06C01,EUR
200910830103_R01C01,EAS
200910830103_R01C02,AMR
200910830103_R02C01,EUR
200910830103_R02C02,EUR
200910830103_R03C02,EUR
200910830103_R04C02,EUR
200910830103_R05C01,EUR
200910830103_R05C02,EAS
200910830103_R06C01,EUR
200910830103_R06C02,EAS
200910830104_R01C01,EUR
200910830104_R02C01,EUR
200910830104_R03C02,EUR
200910830104_R05C01,EUR
200910830104_R06C01,EUR
200910830106_R01C02,EUR
200910830106_R02C01,EUR
200910830106_R03C01,EUR
200910830106_R04C01,AFR
200910830106_R05C01,EUR
200910830106_R06C01,EUR
200910830107_R01C01,EAS
200910830107_R01C02,EUR
200910830107_R02C02,AMR
200910830107_R03C01,EUR
200910830107_R03C02,EUR
200910830107_R04C01,EUR
200910830107_R04C02,EUR
200910830107_R05C01,EAS
200910830107_R05C02,EUR
200910830107_R06C01,EUR
200910830108_R02C01,EUR
200910830108_R03C01,EUR
200910830114_R01C01,SAS
200910830114_R02C01,SAS
200910830114_R02C02,EUR
200910830114_R03C02,EUR
200910830114_R04C02,EUR
200910830114_R05C01,AMR
200910830114_R05C02,EUR
200910830114_R06C01,EUR
200910830114_R06C02,EAS
200910830125_R03C02,AMR
200910830138_R01C01,AMR
200910830138_R02C01,AMR
200910830138_R03C01,AMR
200910830138_R03C02,SAS
200910830138_R04C01,AMR
200910830138_R04C02,SAS
200910830138_R05C02,EUR
200910830138_R06C02,EUR
200910830144_R01C01,EUR
200910830144_R01C02,EUR
200910830144_R02C01,EUR
200910830144_R02C02,EUR
200910830144_R04C02,EUR
200910830144_R05C01,EUR
200910830144_R05C02,EUR
200910830144_R06C01,EUR
200910830144_R06C02,EUR
200910830145_R01C02,AMR
200910830145_R02C02,EUR
200910830145_R03C02,EUR
200910830145_R04C02,EUR
200910830145_R05C01,EUR
200910830145_R05C02,AMR
200910830145_R06C01,SAS
200910830149_R01C01,EUR
200910830149_R02C01,EUR
200910830149_R03C01,EUR
200910830149_R04C01,EUR
200916840002_R01C01,EUR
200916840002_R02C01,EUR
200916840002_R03C01,EAS
200916840002_R05C01,EUR
200916840002_R06C01,EUR
200916840004_R03C01,EUR
200916840004_R04C01,EUR
200916840010_R01C01,SAS
200916840010_R02C01,SAS
200916840010_R03C01,SAS
200916840010_R04C01,EAS
200916840015_R01C01,SAS
200916840015_R01C02,EUR
200916840015_R02C01,SAS
200916840015_R02C02,EUR
200916840015_R03C02,EUR
200916840015_R04C02,EUR
200916840015_R05C01,EUR
200916840015_R05C02,EUR
200916840015_R06C01,SAS
200916840015_R06C02,EUR
200916840017_R02C02,EUR
200916840017_R03C02,EUR
200916840017_R04C02,EUR
200916840017_R05C02,AMR
200916840018_R01C01,EUR
200916840018_R01C02,SAS
200916840018_R02C01,EUR
200916840018_R03C01,EUR
200916840018_R04C01,EAS
200916840018_R05C01,EAS
200916840018_R06C01,SAS
200916840019_R02C02,EAS
200916840026_R04C02,EUR
200916840026_R05C02,AMR
